Date,original,trend,seasonal,residual
2005-01-01,90.0,,1.0001934021506353,
2005-01-02,90.0,,0.9986313193632989,
2005-01-03,90.0,,1.0065898436417788,
2005-01-04,89.0,,0.9932486936526556,
2005-01-05,88.0,,0.993150045021335,
2005-01-06,89.0,,0.9937226269374363,
2005-01-07,89.0,,0.9860614780038426,
2005-01-08,90.0,,0.995993056786311,
2005-01-09,91.0,,1.0017332983234812,
2005-01-10,94.0,,0.9934812906356874,
2005-01-11,94.0,,1.000986229393657,
2005-01-12,90.0,,1.0011392482052086,
2005-01-13,89.0,,1.0039797621762572,
2005-01-14,91.0,,1.0031307569657597,
2005-01-15,93.0,,1.0003687509876233,
2005-01-16,92.0,91.28333333333332,1.0015581073287847,1.006283116230234
2005-01-17,94.0,91.24999999999999,1.0029281868409354,1.0271293596265731
2005-01-18,94.0,91.28333333333332,1.008725261671498,1.0208536031502626
2005-01-19,91.0,91.41666666666664,1.003915093817845,0.9915600641814073
2005-01-20,93.0,91.56666666666665,1.0062085152939593,1.009386647676871
2005-01-21,88.0,91.71666666666665,0.9969786774805744,0.9623843225264822
2005-01-22,90.0,91.81666666666666,1.0051357501313947,0.975205781732045
2005-01-23,92.0,91.86666666666666,0.9996515586029546,1.001800447557377
2005-01-24,95.0,91.86666666666667,1.0069256575503984,1.0269947878254073
2005-01-25,90.0,91.78333333333333,0.9987825293984538,0.981765453980777
2005-01-26,89.0,91.7,0.9898268476794001,0.9805312552102187
2005-01-27,93.0,91.65,0.9994835286305949,1.01525430067913
2005-01-28,95.0,91.61666666666667,1.0042366123415183,1.0325547001417925
2005-01-29,93.0,91.58333333333334,1.0034161125842507,1.0120114627320507
2005-01-30,93.0,91.53333333333333,0.9998177584024708,1.0162085020886658
2005-01-31,89.0,91.45,1.0001934021506353,0.9730212196494328
2005-02-01,89.0,91.36666666666666,0.9986313193632989,0.9754320999016858
2005-02-02,93.0,91.33333333333333,1.0065898436417788,1.011582007919456
2005-02-03,94.0,91.33333333333334,0.9932486936526556,1.0361927348800384
2005-02-04,92.0,91.28333333333333,0.993150045021335,1.014802363832963
2005-02-05,94.0,91.26666666666667,0.9937226269374363,1.0364550830053205
2005-02-06,90.0,91.23333333333333,0.9860614780038426,1.0004260090744073
2005-02-07,92.0,91.06666666666666,0.995993056786311,1.0143131972857868
2005-02-08,89.0,90.88333333333333,1.0017332983234812,0.9775830189397599
2005-02-09,91.0,90.7333333333333,0.9934812906356874,1.0095197814828423
2005-02-10,92.0,90.66666666666666,1.000986229393657,1.0137061355655164
2005-02-11,89.0,90.68333333333331,1.0011392482052086,0.9803204075374262
2005-02-12,88.0,90.61666666666666,1.0039797621762572,0.9672742599832008
2005-02-13,90.0,90.51666666666665,1.0031307569657597,0.9911888558361743
2005-02-14,91.0,90.43333333333332,1.0003687509876233,1.0058952012108207
2005-02-15,89.0,90.38333333333333,1.0015581073287847,0.983162944976261
2005-02-16,92.0,90.44999999999999,1.0029281868409354,1.0141668694429837
2005-02-17,94.0,90.43333333333332,1.008725261671498,1.0304487991990394
2005-02-18,91.0,90.28333333333333,1.003915093817845,1.0040071907024217
2005-02-19,90.0,90.11666666666667,1.0062085152939593,0.9925431625079902
2005-02-20,90.0,89.96666666666668,0.9969786774805744,1.0034021089833158
2005-02-21,86.0,89.88333333333334,1.0051357501313947,0.9519070895076288
2005-02-22,86.0,89.76666666666668,0.9996515586029546,0.9583732982380213
2005-02-23,90.0,89.66666666666667,1.0069256575503984,0.9968138805408494
2005-02-24,86.0,89.63333333333334,0.9987825293984538,0.9606340286273375
2005-02-25,89.0,89.53333333333335,0.9898268476794001,1.0042596735231986
2005-02-26,94.0,89.46666666666667,0.9994835286305949,1.051213562542759
2005-02-27,90.0,89.58333333333334,1.0042366123415183,1.0004128015689577
2005-02-28,92.0,89.71666666666668,1.0034161125842507,1.0219593640464322
2005-03-01,89.0,89.75,0.9998177584024708,0.991824205666706
2005-03-02,90.0,89.76666666666667,1.0001934021506353,1.0024054642278553
2005-03-03,92.0,89.70000000000002,0.9986313193632989,1.027046724605981
2005-03-04,89.0,89.50000000000001,1.0065898436417788,0.9879032796749704
2005-03-05,89.0,89.33333333333334,0.9932486936526556,1.003040490345531
2005-03-06,87.0,89.26666666666668,0.993150045021335,0.9813299825552063
2005-03-07,90.0,89.33333333333334,0.9937226269374363,1.0138268559628891
2005-03-08,89.0,89.5,0.9860614780038426,1.008469988944598
2005-03-09,86.0,89.65,0.995993056786311,0.9631453815105855
2005-03-10,89.0,89.75,1.0017332983234812,0.9899276141649972
2005-03-11,89.0,89.91666666666666,0.9934812906356874,0.9962999652607538
2005-03-12,88.0,90.11666666666667,1.000986229393657,0.9755498130803142
2005-03-13,89.0,90.18333333333334,1.0011392482052086,0.9857555604160293
2005-03-14,95.0,90.23333333333333,1.0039797621762572,1.0486526186218033
2005-03-15,91.0,90.26666666666665,1.0031307569657597,1.004977735762781
2005-03-16,92.0,90.38333333333333,1.0003687509876233,1.0175115701394586
2005-03-17,89.0,90.55,1.0015581073287847,0.9813533316043186
2005-03-18,88.0,90.63333333333333,1.0029281868409354,0.9681103923299454
2005-03-19,86.0,90.75,1.008725261671498,0.9394613560421289
2005-03-20,89.0,90.8,1.003915093817845,0.9763536951378802
2005-03-21,88.0,90.83333333333334,1.0062085152939593,0.9628295971700345
2005-03-22,96.0,90.86666666666667,0.9969786774805744,1.0596947095704456
2005-03-23,90.0,90.81666666666668,1.0051357501313947,0.9859439624815259
2005-03-24,91.0,90.91666666666669,0.9996515586029546,1.0012654726242372
2005-03-25,91.0,91.01666666666668,1.0069256575503984,0.9929401201147307
2005-03-26,95.0,90.98333333333335,0.9987825293984538,1.045420047896141
2005-03-27,92.0,91.01666666666668,0.9898268476794001,1.0211926302490781
2005-03-28,95.0,91.06666666666668,0.9994835286305949,1.0437308579839906
2005-03-29,92.0,90.98333333333335,1.0042366123415183,1.00690832748336
