_id,Date,Year,Month,Day,RR_original,RR_estimation_method,RR_imputed,imputation_method,is_outlier,RR_log,RR_sqrt,RR_boxcox,__v
68732e742a8d462de0fa6bde,2005-01-01,2005,1,1,8888,meteorological_estimate,11.104054348337675,,False,2.4935404665897942,3.332274650796011,2.8652776814602934,0
68732e742a8d462de0fa6bdf,2005-01-02,2005,1,2,8888,meteorological_estimate,15.303181078552281,,False,2.7913602469652252,3.911928051300571,3.325667114863545,0
68732e742a8d462de0fa6be0,2005-01-03,2005,1,3,8888,meteorological_estimate,10.72993217417786,,False,2.4621438803961397,3.275657517839412,2.8173014478933385,0
68732e742a8d462de0fa6be1,2005-01-04,2005,1,4,2,,2,,False,1.0986122886681096,1.4142135623730951,0.7280782681552435,0
68732e742a8d462de0fa6be2,2005-01-05,2005,1,5,8888,meteorological_estimate,3.959835780820737,,False,1.6013726314832342,1.9899336121641689,1.5184949343992917,0
68732e742a8d462de0fa6be3,2005-01-06,2005,1,6,8888,meteorological_estimate,9.701105413464653,,False,2.3703470458013776,3.1146597588604528,2.6775364483738464,0
68732e742a8d462de0fa6be4,2005-01-07,2005,1,7,4,,4,,False,1.6094379124341003,2,1.5307518840687757,0
68732e742a8d462de0fa6be5,2005-01-08,2005,1,8,8888,meteorological_estimate,7.442337201275009,,False,2.133259189855062,2.728064735535982,2.3193351504464563,0
68732e742a8d462de0fa6be6,2005-01-09,2005,1,9,8888,meteorological_estimate,7.084084726851583,,False,2.0898972802944153,2.6615943956304804,2.2541259527717616,0
68732e742a8d462de0fa6be7,2005-01-10,2005,1,10,8888,meteorological_estimate,9.534760689736862,,False,2.354680331263629,3.0878407811506183,2.6537529836400937,0
68732e742a8d462de0fa6be8,2005-01-11,2005,1,11,8888,meteorological_estimate,9.714485468787192,,False,2.371596608060676,3.1168069347951586,2.6794342241125944,0
68732e742a8d462de0fa6be9,2005-01-12,2005,1,12,8888,meteorological_estimate,13.475846630612816,,False,2.6724815109101416,3.6709462854436885,3.1406554539170988,0
68732e742a8d462de0fa6bea,2005-01-13,2005,1,13,8888,meteorological_estimate,6.250214931408383,,False,1.9810311141386592,2.5000429859121187,2.0906116231919,0
68732e742a8d462de0fa6beb,2005-01-14,2005,1,14,8888,meteorological_estimate,10.936244709618762,,False,2.479579545062469,3.3069993513181646,2.8439328530581283,0
68732e742a8d462de0fa6bec,2005-01-15,2005,1,15,4,,4,,False,1.6094379124341003,2,1.5307518840687757,0
68732e742a8d462de0fa6bed,2005-01-16,2005,1,16,2,,2,,False,1.0986122886681096,1.4142135623730951,0.7280782681552435,0
68732e742a8d462de0fa6bee,2005-01-17,2005,1,17,15,,15,,False,2.772588722239781,3.872983346207417,3.296333239556665,0
68732e742a8d462de0fa6bef,2005-01-18,2005,1,18,56,,56,,True,4.04305126783455,7.483314773547883,5.41498216377634,0
68732e742a8d462de0fa6bf0,2005-01-19,2005,1,19,6,,6,,False,1.9459101490553132,2.449489742783178,2.0378873807487454,0
68732e742a8d462de0fa6bf1,2005-01-20,2005,1,20,8888,meteorological_estimate,17.648362700935376,,False,2.925758351401419,4.200995441670388,3.5370900802851515,0
68732e742a8d462de0fa6bf2,2005-01-21,2005,1,21,8888,meteorological_estimate,5.009371638958396,,False,1.7933201904951561,2.238162558653503,1.8086140572916882,0
68732e742a8d462de0fa6bf3,2005-01-22,2005,1,22,8888,meteorological_estimate,13.490796009070465,,False,2.6735136898872396,3.6729818960989262,3.1422543168154795,0
68732e742a8d462de0fa6bf4,2005-01-23,2005,1,23,8888,meteorological_estimate,13.83665657957766,,False,2.697100914483731,3.7197656619171133,3.178826226152439,0
